기관명,기관구분,주소,홈페이지
성모신경정신건강의학과의원,의원,경기도성남시분당구성남대로926510호(야탑동메트로빌딩),
성모신경정신과의원,의원,대구광역시동구아양로48(신암동),
성모연정신건강의학과의원,의원,서울특별시구로구경인로67길23301-2호(신도림동신도림2차푸르지오),
성모정신건강의학과의원,의원,전라남도목포시영산로3251층(용당동),
성모정신건강의학과의원,의원,서울특별시강남구테헤란로87길136층(삼성동),
성모정신건강의학과의원,의원,충청북도청주시상당구청남로22005층(석교동),
성모정신건강의학과의원,의원,대전광역시동구대전로779(원동),
성모정신건강의학과의원,의원,대전광역시중구동서대로12183층(태평동),
성모정신건강의학과의원,의원,충청남도논산시해월로1633층(반월동),
성모정신과의원,의원,경기도광주시중앙로1303층(경안동),
성모정신과의원,의원,서울특별시영등포구영중로51-110층(영등포동6가),
성모정신과의원,의원,경기도의정부시태평로110(의정부동),
성모행복정신건강의학과의원,의원,서울특별시송파구양산로42성보빌딩3층(거여동),
성모휴정신건강의학과의원,의원,서울특별시도봉구도봉로551(쌍문동),
성모힐정신건강의학과의원,의원,서울특별시강남구강남대로328강남역쉐르빌2층208209호(역삼동),
성부정신수양원,정신요양시설,대구광역시북구복현로34길18-17,www.sb.go.kr
성북구정신건강복지센터,기초정신건강복지센터,서울특별시성북구화랑로63,www.sbcmhc1.or.kr
성북구보건소,보건소,서울특별시성북구화랑로63,
성북구자살예방센터,자살예방센터,서울특별시성북구오패산로214층,www.salja.or.kr
성북아이정신건강의학과의원,의원,서울특별시성북구동소문로20가길12(동선동1가),
성북우리아이들병원,병원,서울특별시성북구동소문로46길10(하월곡동),
성산정신요양원,정신요양시설,전라남도무안군삼향읍유교길101,www.ss.ajwelfare.or.kr
성서정신과의원,의원,대구광역시달서구계대동문로1204층(이곡동),
성신병원,병원,서울특별시강북구도봉로181(미아동),
성심병원,병원,경상북도안동시정백이골길36-15(안막동),
성심의료재단강동성심병원,종합병원,서울특별시강동구성안로150(길동),
성심정신건강의학과의원,의원,충청남도보령시중앙로15(동대동),
성심정신건강의학과의원,의원,충청남도아산시온천대로14723층(온천동),
성안드레아병원,기초정신건강복지센터,경기도이천시이섭대천로1119이천상공회의소2층,www.imhc.co.kr
성애원,정신요양시설,울산광역시울주군남명리1길34-48,www.sungaewon.com
성애의료재단성애병원,종합병원,서울특별시영등포구여의대방로53길22(신길동성애병원),
성은의료재단연산병원,기초정신건강복지센터,부산광역시연제구연제로2연제구보건소2층,www.ymhc.or.kr
성일유엔아이,정신재활시설,전라북도남원시사매면춘향로822-129,www.visionsungil.co.kr
성주군정신건강복지센터,기초정신건강복지센터,경상북도성주군성주읍성밖숲길12,www.sj.go.kr
성주군보건소,보건소,경상북도성주군성주읍성밖숲길12,
성주제일병원,병원,경상북도성주군성주읍성주순환로274성주제일병원,
성지드림빌,정신요양시설,충청남도논산시연산면한전2길45-14,www.sjdreamvill.com
성지병원,병원,서울특별시금천구가산로122(가산동),
세광병원,병원,울산광역시울주군삼남면반구대로15(),
세광정신요양원,정신요양시설,경기도용인시처인구백암면용천로71번길54,www.sk-welfare.or.kr
세림서울정신건강의학과의원,의원,서울특별시강남구학동로423207호(청담동청우빌딩),
세움공동체,정신재활시설,충청남도계룡시엄사면번영8길15-2,
세잎클로버,정신재활시설,대구광역시동구해동로8길41(지저동),homeclover.net
세종숲정신건강의학과의원,의원,세종특별자치시도움3로105-5종촌중앙프라자605호(종촌동),
세종쉼정신건강의학과의원,의원,세종특별자치시한누리대로583503호(도담동도담센트럴프라자),
세종정신건강의학과의원,의원,서울특별시동작구사당로2203층(사당동),
세종정신과의원,의원,대전광역시중구보문로302(선화동),
세종특별자치시보건소,보건소,세종특별자치시조치원읍건강길16,
세중정신과의원,의원,경기도의정부시둔야로17번길22(의정부동),
세친구,정신재활시설,경기도부천시송내대로42번길62나동410호,www.threefriends.or.kr
세화정신건강의학과의원,의원,서울특별시중랑구면목로456한성빌딩3층(면목동),
소담,정신재활시설,서울특별시강북구한천로166길303층(수유동),sodam.ezbuilder.co.kr/h/
소망나래,정신재활시설,충청북도청주시서원구수영로59번길18-1(수곡동),www.somangnarae.co.kr
소망나무,정신재활시설,서울특별시광진구능동로50길82층,www.hopecenter.co.kr
소망의집,정신요양시설,인천광역시서구심곡로132번길22,www.somang1004.or.kr
소망의집,정신재활시설,대전광역시서구실미길116(우명동),www.e-somang.net
소망의집,정신재활시설,전라북도진안군진안읍원반월안길39-2,http://cafe.naver.com/jinansm
소망정신건강의학과의원,의원,대전광역시중구중앙로137번길31지하113~5층(선화동),
소망정신건강의학과의원,의원,서울특별시서초구효령로260서초빌딩4(일부)층(서초동),
소망홈,정신재활시설,서울특별시광진구천호대로113길29,www.somanghome.kti114.net
소명,정신재활시설,충청남도천안시동남구양지4길47,
소민정신건강의학과의원,의원,서울특별시강남구영동대로6023층304호(삼성동삼성동미켈란107),
소운정신건강의학과의원,의원,경기도성남시분당구서현로210번길2305호(서현동성지하이츠텔),
소정정신건강의학과의원,의원,서울특별시성동구아차산로42정명빌딩8층(성수동1가),
소중한사람들,정신재활시설,경상북도칠곡군왜관읍금남5길60,http://simonmh.co.kr
소중한아이정신건강의학과의원,의원,경기도부천시길주로91215호(상동비잔티움),
소화누리,정신요양시설,광주광역시남구용대로74번길27,www.sohwaj.or.kr
소화햇살둥지,정신재활시설,광주광역시남구봉선1로86모아아파트102동817호,www.sohwaj.or.kr
속초보광병원,종합병원,강원도속초시중앙로1111,
속초시보건소,보건소,강원도속초시수복로36,
속초시정신건강복지센터,기초정신건강복지센터,강원도속초시중앙로17번길6(교동),http://skcmhc.or.kr/
손정신건강의학과의원,의원,광주광역시북구임방울대로10636층(신용동),
손정신건강의학과의원,의원,부산광역시해운대구재반로863층(재송동),
손정신건강의학과의원,의원,경기도수원시팔달구정조로762(팔달로3가삼원빌딩3층),
손정신과의원,의원,경상북도경주시화랑로1153층(동부동),
솔마음정신건강의학과의원,의원,대전광역시중구대종로4852층(대흥동),
송광정신재활센터,정신재활시설,광주광역시광산구우산로17,www.gjw.or.kr/songgwang/
송국클럽하우스,정신재활시설,부산광역시해운대구우동1로57대영빌딩2.3층,songguk.tistiory.com
송도메이정신건강의학과의원,의원,인천광역시연수구송도국제대로157오네스타6층A-606호(송도동),
송동호정신건강의학과의원,의원,경기도고양시덕양구화신로272번길58406호(화정동영프라자빌딩),
송마음정신건강의학과의원,의원,대구광역시달서구달구벌대로1545골든뷰메디타워602호(죽전동),
송상길신경정신과의원,의원,부산광역시부산진구양지로11번길33(양정동),
송성민정신건강의학과의원,의원,경상남도창원시마산합포구합포로74-1(오동동농협),
송신경정신과의원,의원,서울특별시종로구인사동5길25하나로빌딩401호(인사동),
송원정신요양원,정신요양시설,경상남도양산시하북면양산대로1870-63,www.song-won.co.kr
송이네집,정신재활시설,서울특별시광진구능동로48가길7-11,
송인제정신과의원,의원,부산광역시중구구덕로90(남포동6가),
송정신건강의학과의원,의원,경기도안산시상록구상록수로54303호(본오동대동빌딩),
송정중정신과의원,의원,경기도고양시일산서구중앙로1437401512호(주엽동화성프라자),
송주연정신건강의학과의원,의원,서울특별시양천구목동로2034층(신정동로데오빌딩),
송지영정신건강의학과의원,의원,서울특별시동대문구회기로1542층(회기동),
송추정신병원,기초정신건강복지센터,경기도양주시삼숭로61번길10,www.yjgreenmind.com
송탄정신건강의학과의원,의원,경기도평택시송탄공원로72-12층(지산동),
송태홍정신건강의학과의원,의원,경기도파주시후곡로1경기빌딩2층205호(금촌동),
송파구정신건강복지센터,기초정신건강복지센터,서울특별시송파구양산로5,www.songpa.go.kr/ehealth/
송파구보건소,보건소,서울특별시송파구올림픽로326,
송파구정신건강복지센터,자살예방센터,서울특별시송파구양산로5,http://www.spmind.or.kr/
송파드림정신건강의학과의원,의원,서울특별시송파구마천로53대경빌딩4층(오금동),
송파미소병원,병원,서울특별시송파구오금로513위례빌딩(거여동),
송파서울정신과의원,의원,서울특별시송파구송파대로392(송파동),
송파성모정신건강의학과의원,의원,서울특별시송파구송파대로167B동B212호(문정동문정역테라타워),
송파아이존,정신재활시설,서울특별시송파구장지동충민로6길17,www.aizone.or.kr
송파어우러기,정신재활시설,서울특별시송파구백제고분로446204호,harmony.ggcoop.or.kr
송헌일토닥토닥정신건강의학과의원,의원,인천광역시계양구장제로8992층(임학동),
수린목,정신재활시설,서울특별시구로구고척로3길99대하쉐르빌9동101호,www.수린목.kr
수서삼성정신건강의학과의원,의원,서울특별시강남구밤고개로1길10201호(수서동수서현대벤쳐빌),
수성구보건소,보건소,대구광역시수성구수성로213,
수성베네스트,정신재활시설,대구광역시수성구수성로285,www.benest.or.kr
수성중동병원,병원,대구광역시수성구수성로2681층102호2층~8층(중동),
수앤미정신건강의학과의원,의원,울산광역시남구수암로1082층(신정동),
수영구보건소,보건소,부산광역시수영구수영로637-5,
수원성심정신건강의학과의원,의원,경기도수원시영통구중부대로308(매탄동),
수원시권선구보건소,보건소,경기도수원시권선구호매실로22-50,
수원시영통구보건소,보건소,경기도수원시영통구영통로396,
수원시장안구보건소,보건소,경기도수원시장안구송원로101,
수원시팔달구보건소,보건소,경기도수원시팔달구팔달산로6,
수원시성인정신건강복지센터,기초정신건강복지센터,경기도수원시팔달구매산로892층,www.suwonmental.org
수원시자살예방센터,자살예방센터,경기도수원시팔달구동말로47번길17,
수원신경정신과의원,의원,경기도수원시팔달구정조로777(팔달로3가),
수원우노병원,병원,경기도수원시권선구장다리로94(권선동),
수원중앙병원,병원,경기도수원시권선구권선로654(권선동),
수인복지재단,중독관리통합지원센터,대구광역시동구아양로246-1(3층),www.alcohol21.net
수정신건강의학과의원,의원,서울특별시중구동호로1802층203호(신당동동양빌딩),
수지연세정신과의원,의원,경기도용인시수지구풍덕천로1225층503-3호(풍덕천동하나로프라자),
순창군보건의료원,보건소,전라북도순창군순창읍교성로135,
순천시정신건강복지센터,기초정신건강복지센터,전라남도순천시중앙로232순천시보건소3층,
순천시보건소,보건소,전라남도순천시중앙로232,
순천정신건강의학과의원,의원,전라남도순천시중앙로119-1(중앙동),
순천향대학교부속구미병원,종합병원,경상북도구미시1공단로179(공단동),
순천향대학교부속서울병원,종합병원,서울특별시용산구대사관로59(한남동),
순천향대학교부속부천병원,기초정신건강복지센터,경기도부천시성오로172오정어울마당3층,www.bucheonlove.co.kr
순천향대학교부속천안병원,상급종합병원,충청남도천안시동남구순천향6길315동(봉명동순천향대학교병원),
순천향대학교부속부천병원,상급종합병원,경기도부천시조마루로170(중동),
숭인사회복귀시설,정신재활시설,경상남도양산시모래들1길91,www.soongin.net
숭인정신건강의학과의원,의원,부산광역시동래구중앙대로1325이센타워10층1001호(온천동),
쉐어하우스,정신재활시설,경기도부천시소사로126번길59-72층,cafe.naver.com/shareh3312
쉼정신건강의학과의원,의원,서울특별시강동구천호대로11162층207028호(성내동라이저강동빌딩),
쉼터공동체,정신재활시설,대전광역시유성구세동로474-35,shimter8269.or.kr
쉼플러스정신건강의학과의원,의원,서울특별시강남구학동로215씨엘타워602호층(논현동),
스롤라인,정신재활시설,서울특별시용산구백범로90길이레빌딩1층,www.srolanh.or.kr
스마일빌,정신요양시설,전라북도남원시대면대곡신계길397,www.smilevill.or.kr
스마트정신건강의학과의원,의원,세종특별자치시절재로194504호(어진동세종드림),
슬하정신건강의학과의원,의원,제주특별자치도제주시노형8길24층(노형동),
승우정신요양원,정신요양시설,경기도오산시가장산업동로69-9,www.sw1988.kr
시온정신건강의학과의원,의원,경상남도거창군거창읍중앙로163-44층(중앙수입코너),
시울정신건강의학과의원,의원,제주특별자치도서귀포시일주동로8675(서귀동한라클리닉),
시일건강타운,정신요양시설,전라남도장성군북하면백양로445,www.siil.or.kr
시흥시보건소,보건소,경기도시흥시호현로55,
시흥시자살예방센터,자살예방센터,경기도시흥시호현로55,
시흥정신건강의학과의원,의원,경기도시흥시비둘기공원로8시흥메디칼801호(대야동),
신경성정신건강의학과의원,의원,부산광역시수영구수영로5773층(광안동),
신가병원,종합병원,광주광역시광산구목련로316(신가동),
신광철정신건강의학과의원,의원,인천광역시미추홀구인하로275(주안동),
신남정신건강의학과의원,의원,대구광역시중구달성로16층(대신동),
신대구정신건강의학과의원,의원,대구광역시달서구달구벌대로16603층(감삼동),
신림정신건강의학과의원,의원,서울특별시관악구신림로366(신림동7층),http://www.sillimclinic.co.kr/
신림평온정신건강의학과의원,의원,서울특별시관악구남부순환로1619-14층(신림동),https://sillimpeaceful.modoo.at/
신명기정신건강의학과의원,의원,경기도의정부시시민로83404호(의정부동광장타워),
신상은정신건강의학과의원,의원,경기도성남시분당구성남대로926번길66층602호(야탑동대덕프라자),
신생원,정신요양시설,대전광역시유성구진잠옛로135번길115,www.villageoflove.co.kr
신석호정신과의원,의원,서울특별시강남구개포로615201-1호308호(개포동),
신세계병원,병원,전라북도김제시금산면구성5길84-15(),
신세계정신건강의학과의원,의원,광주광역시서구죽봉대로863층(농성동),
신세계정신건강의학과의원,의원,부산광역시수영구수영로710-110층(광안동프라임메디칼빌딩),
신세계효병원,기초정신건강복지센터,전라북도부안군부안읍오리정로124,www.bmhc.or.kr
신세광의료재단세광병원,기초정신건강복지센터,울산광역시울주군서향교1길67-122층,www.ujcmhc.or.kr
신안군보건소,보건소,전라남도신안군압해읍천사로1004,
신유호정신건강의학과의원,의원,경기도성남시분당구분당로53번길9301호(서현동에이원프라자),
신재경정신건강의학과의원,의원,서울특별시마포구양화로1563층315호(동교동LG팰리스빌딩),
신지용정신건강의학과의원,의원,경기도성남시분당구성남대로916번길7301호(야탑동서일빌딩),
신창사랑병원,병원,광주광역시광산구풍영정길147(신창동),
신한대학교,기초정신건강복지센터,경기도동두천시중앙로167,www.cmhc.or.kr
신혜힐링타운,정신요양시설,전라남도해남군해남읍중앙1로391,www.jncsw.org/shinhyewon
신홍식신경정신과의원,의원,대구광역시수성구지범로188402호(범물동청구리빙월드),
실버힐스병원,병원,경기도남양주시경춘로1260(평내동하나프라자5층),
심경장원,정신요양시설,대전광역시유성구진잠옛로222-170,www.skjw.co.kr
심연정신건강의학과의원,의원,제주특별자치도제주시중앙로5702층(아라일동),
심온정신건강의학과의원,의원,서울특별시강남구압구정로212302호(신사동방우빌딩302호),
심우정신건강의학과의원,의원,인천광역시부평구길주로633삼산메디캐슬302호(삼산동),
심우정신건강의학과의원,의원,대구광역시중구중앙대로392동성빌딩3층(동성로3가),
심일정신건강의학과의원,의원,경기도안산시단원구원포공원1로35303304호(초지동),
심정신건강의학과의원,의원,서울특별시강서구마곡중앙6로66퀸즈파크텐2층204호(마곡동),
심주철정신건강의학과의원,의원,부산광역시부산진구가야대로785(부전동인제메디컬센터1301호),
아가페하우스,정신재활시설,광주광역시북구양지택지로37번길30가람하이빌401~404호,www.gjw.or.kr/agape
아람메디컬병원,병원,충청남도아산시온천대로1740번길934층(풍기동아람빌딩),
아람터,정신재활시설,경기도수원시장안구광교산로138번길348동201호,
아로정신건강의학과의원,의원,서울특별시서초구서초대로317건원빌딩3층(서초동),
아름다운교회사랑의집,정신재활시설,서울특별시강북구도봉로71가길27(수유동),www.sarangzip.or.kr
아름다운세상,정신재활시설,서울특별시구로구고척로52라길11-23,www.beautifulworld.kti114.net
아름다운세상,정신재활시설,경기도시흥시군자로466번길37거모종합사회복지관내2층,cafe.daum.net/BWORLD
아름다운세상,정신재활시설,전라북도전주시덕진구아중7길9-5,http://www.sharemind.co.kr
아름다운정신과의원,의원,경기도수원시팔달구정조로801번길3(팔달로2가),
아름다운집,정신재활시설,전라북도전주시덕진구인교9길11아중지1401호,
아름드리,정신재활시설,서울특별시양천구남부순환로59길16-1201호,http://caf?.daum.net/아름드리주거시설
아름드리,정신재활시설,대전광역시중구대흥로87(대흥동),ardr1140.or.kr
아름드리정신건강의학과의원,의원,인천광역시서구완정로172406호(마전동),
아름정신건강의학과의원,의원,경기도부천시소사로748502호(원종동성연빌딩),
아린정신건강의학과의원,의원,서울특별시성북구도봉로3대양직업전문학교현대스위스저축은행빌딩4층401호(길음동),
아미정신건강센터,정신재활시설,부산광역시서구아미로12번길25,www.happymental.net
아산시정신건강복지센터,기초정신건강복지센터,충청남도아산시번영로224번길20,
아산시중독관리통합지원센터,중독관리통합지원센터,충청남도아산시번영로224번길20,www.asan.go.kr/health
아산시보건소,보건소,충청남도아산시번영로224번길20,
아산장애인직업재활센터,정신재활시설,충청남도아산시번영로169번길13-1,
아이공감정신건강의학과의원,의원,부산광역시해운대구해운대로3697층(우동해운대센텀메디칼센타),
아이나래정신건강의학과의원,의원,광주광역시남구서문대로7042층(진월동),
아이나래정신건강의학과의원,의원,서울특별시송파구올림픽로378(방이동4층),
아이나래정신건강의학과의원,의원,충청북도청주시흥덕구대농로663층301호(복대동),
아이나래정신건강의학과의원,의원,전라북도전주시완산구백제대로427(서신동타타대우쌍용자동차),
아이누리&박정신건강의학과의원,의원,부산광역시연제구고분로23층(연산동),
아이마음정신건강의학과의원,의원,충청남도아산시배방읍고속철대로63(배방읍),
아이맘정신건강의학과의원,의원,서울특별시노원구노해로4823층(상계동덕영빌딩),
아이사랑정신건강의학과의원,의원,광주광역시동구제봉로52(남동),
아이행복정신과의원,의원,대구광역시수성구달구벌대로24915층(범어동세기빌딩),
아주다남병원,병원,경기도수원시장안구정자천로187(정자동롯데프라자4층),
아주대학교병원,상급종합병원,경기도수원시영통구월드컵로164(원천동),
아주대학교의료원,기초정신건강복지센터,경기도수원시장안구송원로1011층(조원동장안구청),www.suwonmental.org
아주대학교의료원,기초정신건강복지센터,경기도수원시팔달구동말로47번길17,www.suwonmental.org
아주대학교의료원,기초정신건강복지센터,경기도수원시영통구영통로396(영통구보건소)4층,www.suwonmental.org
안강중앙병원,병원,경상북도경주시안강읍안강중앙로150-3(안강읍),
안동병원,기초정신건강복지센터,경상북도안동시경동로663남부빌딩2층,www.andongmind.com
안동성소병원,종합병원,경상북도안동시서동문로99(금곡동),
안동시보건소,보건소,경상북도안동시서동문로165,
안두원정신과의원,의원,대전광역시동구계족로1745층(대동),
안산시단원구보건소,보건소,경기도안산시단원구화랑로250,
안산시상록수보건소,보건소,경기도안산시상록구차돌배기로1길5,
안산시자살예방센터,자살예방센터,경기도안산시상록구차돌배기로1길5상록수보건소3층,www.assp.or.kr
안산신우병원,병원,경기도안산시단원구원포공원1로19원포빌딩15층121122501호(초지동),
안산우리정신건강의학과의원,의원,경기도안산시단원구광덕4로260501~505호(고잔동윈윈프라자),
안산튼튼병원,병원,경기도안산시상록구도매시장로4(이동광덕빌딩),
안성성모병원,종합병원,경기도안성시시장길58(서인동),
안성시보건소,보건소,경기도안성시강변로74번길18,
안세정신과의원,의원,서울특별시서대문구신촌로93(창천동),
안양시동안구보건소,보건소,경기도안양시동안구평촌대로253번길41,
안양시만안구보건소,보건소,경기도안양시만안구문예로48번지,
안양웰정신과의원,의원,경기도안양시만안구병목안로2(안양동),
안윤영정신건강의학과의원,의원,충청북도청주시상당구상당로622층(문화동),
안정신건강의학과의원,의원,강원도춘천시금강로68-2(조양동대원빌딩4층),
알에이치(RH)정신건강의학과의원,의원,서울특별시서초구서초중앙로22길252층210호(서초동서초리시온),
알코올의존자사회복귀시설까리따스,정신재활시설,서울특별시서초구남부순환로2124번지까리따스방배종합사회복지관4층,www.cacc.or.kr
애플정신건강의학과의원,의원,제주특별자치도제주시연북로383층(노형동연동타운),
양구군보건소,보건소,강원도양구군양구읍관공서로42,
양산부산대학교병원,중독관리통합지원센터,경상남도양산시중앙로7-324층(다방동양산시보건복지센터),yscamc.org
양산부산대학교병원,국립,경상남도양산시물금읍금오로20,
양산부산대학교병원,상급종합병원,경상남도양산시물금읍금오로20(),
양산숲정신건강의학과의원,의원,경상남도양산시물금읍청운로178아르누보시티3층308호,
양산시보건소,보건소,경상남도양산시삽량로169,
양양군보건소,보건소,강원도양양군양양읍양양로9-5,
양양군정신건강복지센터,기초정신건강복지센터,양양군양양읍양양로9-5(양양군보건소2층),http://www.diddid0197.com/
양정신건강의학과의원,의원,경상남도양산시번영로133층(덕계동),
양정신건강의학과의원,의원,광주광역시북구동문대로1294층(우산동),
양정신건강의학과의원,의원,경상남도밀양시북성로2길15-9(내이동),
양주소망병원,병원,경기도양주시평화로1741-1741(회정동),
양주숲정신건강의학과의원,의원,경기도양주시옥정로196파스텔시티501호(옥정동),
양주시보건소,보건소,경기도양주시부흥로1533,
양창순정신건강의학과의원,의원,서울특별시중구소공로35310호(회현동1가롯데캐슬아이리스오피스존),
양천구보건소,보건소,서울특별시양천구목동서로339,
양천아이존,정신재활시설,서울특별시양천구화곡로47,www.childfund.or.kr
양평군정신건강복지센터,기초정신건강복지센터,경기도양평군양평읍중앙로111번길34-21(3층),www.ypmental.or.kr
양평군보건소,보건소,경기도양평군양평읍마유산로17번지,
양평군자살예방센터,자살예방센터,경기도양평군양평읍중앙로111번길34-213층,www.ypmental.or.kr
양평정신건강의학과의원,의원,경기도양평군양평읍시민로37(),
어경선정신건강의학과의원,의원,대전광역시서구문정로853층(탄방동),
어깨동무,정신재활시설,서울특별시중랑구동일로92길39-212층,igonggam.net
어울림,정신재활시설,서울특별시중랑구용마산로331-1401402,www.igonggam.net
어울림,정신재활시설,대전광역시서구도마로25번길54201호(도마동),blog.naver.com/h_people2006
어울림,정신재활시설,경상북도경주시석장1길29-36.101호,http://blog.naver.com/oulim777
어울림2,정신재활시설,경상북도경주시석장1길29-36.405호,http://blog.naver.com/oulim777
엄용섭정신건강의학과의원,의원,부산광역시부산진구가야대로521(가야동),
에버그린하우스,정신재활시설,서울특별시은평구갈현로29길51예성베르빌B01호,egreenhouse.modoo.at
에스병원(S병원),병원,부산광역시영도구동삼로55-1(동삼동),
에스엠정신건강의학과의원,의원,대구광역시달성군유가읍테크노상업로120테크노폴리스M스퀘어+402호,
에스정신건강의학과의원,의원,서울특별시금천구시흥대로399시티렉스201호(독산동),
에이원정신건강의학과의원,의원,서울특별시마포구동교로1792층(동교동),
에이치제이매그놀리아국제병원,병원,경기도가평군설악면미사리로267-177(),
에이치플러스양지병원,종합병원,서울특별시관악구남부순환로1636양지병원(신림동),https://www.newyjh.com/main/index.htm
엘리엘리정신건강의학과의원,의원,인천광역시미추홀구숙골로116303호엘리엘리정신건강의학과(도화동),
엘림신경정신과의원,의원,서울특별시성동구왕십리로294-22층(행당동),
엘림정신건강의학과의원,의원,전라북도전주시덕진구기린대로358(금암동영진빌딩),
엠마오사랑병원,병원,전라북도전주시완산구서원로402-35(중화산동1가),
엠정신건강의학과의원,의원,전라남도무안군삼향읍남악3로744층402호(유풍프라자),
여서정신건강의학과의원,의원,전라남도여수시문수로16-1(문수동),
여수맑은정신건강의학과의원,의원,전라남도여수시망마로394층(학동),
여수시정신건강복지센터,기초정신건강복지센터,전라남도여수시시청서4길47(학동),www.yshealth.yeosu.go.kr
여수시중독관리통합지원센터,중독관리통합지원센터,전라남도여수시시청서4길47,www.yshealth.yeosu.go.kr
여수시보건소,보건소,전라남도여수시시청서4길47,
여수전남병원,종합병원,전라남도여수시좌수영로49(광무동),
여울목,정신재활시설,서울특별시강서구화곡로13길66-28301호,caf?.daum.net/최현모
여의도삼성정신건강의학과의원,의원,서울특별시영등포구여의대방로383208호(여의도동경도빌딩),
여의도쉼정신건강의학과의원,의원,서울특별시영등포구의사당대로127203호(여의도동롯데캐슬엠파이어),
여의도힐정신건강의학과의원,의원,서울특별시영등포구여의나루로42여의도종합상가510-가호(여의도동),
여주대학교산학협력단,기초정신건강복지센터,경기도여주시세종로338번지여주대학교대학본부2층,www.yeojumind.com
여주세민병원,병원,경기도여주시가남읍경충대로924(),
여주순영병원,병원,경기도여주시가남읍경충대로924(),
여주시보건소,보건소,경기도여주시여흥로160번길14,
여주시자살예방센터,자살예방센터,경기도여주시세종로338,www.yeojumind.com
여주정신건강의학과의원,의원,경기도여주시세종로11(홍문동),
여천전남병원,종합병원,전라남도여수시무선로95(선원동),
연세가산숲정신건강의학과의원,의원,서울특별시금천구가산디지털1로171가산에스케이브이원센터220호(가산동),
연세공감정신건강의학과의원,의원,경기도군포시산본천로56센트로601오피스텔4층408호(산본동),
연세광화문정신건강의학과의원,의원,서울특별시종로구새문안로103-135층(신문로1가),
연세나루정신건강의학과의원,의원,서울특별시송파구송파대로404우일빌딩2층(송파동),
연세누리정신건강의학과의원,의원,서울특별시양천구오목로322보성빌딩5층501호(목동),
연세늘봄정신건강의학과의원,의원,서울특별시송파구송파대로422(송파동영빌딩),
연세다온정신건강의학과의원,의원,경기도부천시경인로520(괴안동창성빌딩5층일부),
연세대학교산학협력단,기초정신건강복지센터,강원도평창군평창읍종부로61,
연세대학교원주산학협력단,기초정신건강복지센터,강원도원주시원일로139시민문화센터4층,www.loveme.yonsei.kr
연세대학교원주산학협력단,기초정신건강복지센터,강원도횡성군횡성읍횡성로379,www.hsg.go.kr
연세대학교원주산학협력단,중독관리통합지원센터,강원도원주시원일로139,www.alja.or.kr
연세대학교원주세브란스기독병원,상급종합병원,강원도원주시일산로20(일산동),
연세대학교의과대학강남세브란스병원,상급종합병원,서울특별시강남구언주로211강남세브란스병원(도곡동),
연세드림정신과의원,의원,경기도안산시단원구광덕대로161401~402호(고잔동웅신아트프라자),
연세라온정신과의원,의원,서울특별시관악구호암로6024층(신림동),https://yonseiraon.modoo.at/
연세라이프정신건강의학과의원,의원,서울특별시강남구테헤란로111준경타워4층(역삼동),
연세랑정신건강의학과의원,의원,부산광역시해운대구좌동순환로506304호(중동영풍리젠시),
연세로뎀정신건강의학과의원,의원,서울특별시마포구서강로1423층5층(노고산동),
연세리정신건강의학과의원,의원,경기도성남시분당구서현로192301호(서현동야베스벨리),
연세마곡숲정신건강의학과의원,의원,서울특별시강서구마곡중앙5로6마곡나루역보타닉푸르지오시티2층238호(마곡동),
연세마음숲정신건강의학과의원,의원,인천광역시남동구논고개로123번길17아이플렉스205-1호(논현동),
연세맑은정신건강의학과의원,의원,서울특별시마포구월드컵로87마포로얄프라자3층301호(망원동),
연세맑음정신건강의학과의원,의원,서울특별시강남구선릉로62길7경산빌딩4층(대치동),
연세멘토정신건강의학과의원,의원,서울특별시마포구백범로13층(노고산동),
연세반디정신건강의학과의원,의원,서울특별시종로구창경궁로2662층(혜화동복지빌딩),
연세밝은마음정신건강의학과의원,의원,경기도성남시중원구산성대로3563층(중앙동),
연세밝은마음정신건강의학과의원,의원,서울특별시서대문구통일로4515층(홍제동),
연세밝은맘정신과의원,의원,서울특별시서대문구성산로4883층(대신동),
연세봄정신건강의학과의원,의원,경기도고양시일산서구중앙로1568301호(대화동),
연세봄정신건강의학과의원,의원,서울특별시은평구통일로857(갈현동),
연세봄정신건강의학과의원,의원,서울특별시구로구시흥대로551광희빌딩4층(구로동),
연세삼성정신건강의학과의원,의원,서울특별시강남구테헤란로514삼흥2빌딩12층(대치동),
연세서울병원,병원,경기도안산시상록구선암로40(본오동드들요양병원),
연세서울병원,병원,경기도고양시일산동구중앙로1200(마두동567층),
연세소울정신건강의학과의원,의원,경기도수원시장안구대평로80208호(정자동),
연세소울정신건강의학과의원,의원,서울특별시강서구강서로3604층401호(내발산동솔레드림빌딩),
연세소울정신건강의학과의원,의원,서울특별시송파구올림픽로108(잠실동8층),
연세소울정신건강의학과의원,의원,서울특별시노원구동일로13925층(상계동한일빌딩),
연세소울정신건강의학과의원,의원,서울특별시서대문구통일로464홍제빌딩5층5-1호(홍제동),
연세소울정신건강의학과의원,의원,부산광역시해운대구해운대로794504호(좌동삼정엘리움),
연세소울정신건강의학과의원,의원,강원도원주시능라동길3(무실동5층501호),
연세소울정신건강의학과의원,의원,경기도성남시분당구황새울로342번길235층2-1호(서현동기영프라자),
연세손정신건강의학과의원,의원,서울특별시서초구남부순환로2614310호(양재동한솔로이젠트),
